art,t,bpm,g,ln,s
MisoilePunch ~Takenoko Soe~,Staring at star,250,2,5,920688
P*Light,Storm Buster,193,2,5,506110
fripSide,dual existence (TV Size),171,3,3,1225280
ARForest,Altros,195,2,5,877895
Satoshi (CV:Rica Matsumoto),XY&Z,254,3,3,379028
TRUE,Soundscape (TV Size),186,3,3,838892
Nekomata L.E.D.Master+,Chrono Diver -PENDULUMs-,196,2,5,609806
Igorrr & Ruby My Dear,Figue Folle,188,10,5,347453
ETIA.,Nihonshiki Koukaku-OukaRanman-,175,10,5,264127
Camellia,Bangin' Burst,234,2,5,140097
GARNiDELiA,Kyouki Ranbu,150,5,3,922641
Machico,fantastic dreamer(TV-size),185,3,3,440001
t+pazolite,Tempestissimo,231,2,5,1179815
"Ayane (CV: Serizawa Yuu), Kurumi (CV: Ueda Kana)",Ding Dong Holy Night,142,2,3,1300920
uma vs. Morimori Atsushi,Re:End of a Dream,212,10,5,531425
m108,* Crow Solace *,188,2,5,354157
Jeff Williams & Casey Lee Williams,This Will Be the Day (James Landino's Magical Girl Remix),130,3,2,179991
Team Grimoire,Sheriruth,185,2,5,590341
Ohara Yuiko,Iwanai kedo ne. (TV Size),115,3,3,718691
Camellia,Lunatic Rough Party!! (Long Ver.),120,2,5,286262
Silentroom,Protoflicker,140,2,5,808867
jioyi attacked by mirror,I lost my flp,192,2,5,818926
I.O,Lv.0,161.3,2,5,861974
Deuce,Senretsu no ryu,155,2,5,125464
Camellia,Quaoar,174,10,5,812418
Doma Umaru (CV: Tanaka Aimi),Nimensei*Uraomote Life! (TV Size),170,3,3,1275911
Nizikawa,F.K.S.,185,2,5,235927
xi,Titania,212,2,5,1174746
Junk,Yellow Smile(bms edit),174,2,5,302726
Remixed by P*Light,We're so Happy (P*Light Remix) IIDX ver.,185,2,5,422313
Ryu*,Plan 8,212,2,5,172867
BilliumMoto,Four Veiled Stars,187,10,5,1008419
USAO,USAO ULTIMATE HYPER MEGA MIX,200,10,2,847282
Nanahira,Bakuure! Match Uri no Haken Shoujo (Cut Ver.),180,10,3,1181237
Infected Mushroom & BLiSS,Ani Mevushal (Cut Ver.),145,10,5,1348758
ETIA.,Claiomh Solais,188,10,5,339822
Amateras Records,Guuzou Distortion,157,2,3,1108327
Myoya,Horangpungnyuga,160,13,6,728977
Yooh,LiFE Garden,149,10,5,436217
CaraCORE/Brank,Thunderstorm Catastrophe,176,10,5,1262843
DJ YOSHITAKA,JOMANDA,195,2,5,527220
Noah,Celestial stinger,259,2,5,491959
Ryu*,We're so Happy,185,2,2,120838
Petit Rabbit's,Tenkuu Cafeteria (Rabbit House Bootleg Remix),185,3,3,1278929
DJ SHARPNEL,Kaze no Naka no Subaru ~Hyougenshatachi~,187.18,10,3,1628745
MYTH & ROID,STYX HELIX,123,3,3,444632
ETIA. feat.Jenga,Say A Vengeance,185,2,5,136881
Lifetheory,Daisy,180,10,5,323163
P*Light,Gekkou Ranbu,186,2,5,382668
Taishi,All For The Time,180,10,5,1029946
jioyi,Platinum,182,2,5,468634
CHiCO with HoneyWorks,Nostalgic Rainfall (TV Size),165,3,3,767264
yaseta,Labyrinth,175,10,5,1595581
Chroma,Black Emperor,180,2,5,292936
nao,Himawari no Saku Koro ni,125,2,3,279429
wa. remixed celas,Crystal World ~Fracture~,180,2,5,712414
Minase Inori,MELODY FLAG (Amii's Edit),182,5,3,629560
Pierce The Veil,A Match Into Water,196,4,2,368064
Poppin'Party,final phase,149,2,3,1207984
kors k,Uh-Oh,175,2,5,428822
Toromaru,Enigma,198,2,5,440024
XeoN,Thor ~ Deepin' Absonant Mix ~,147,2,5,178426
sakuzyo,Rainbow Night Sky Highway,174,2,5,699171
Watashi (CV: Yuuki Aoi),Ganbare! Kumoko-san no Thema (TV Size),190,3,3,1398110
S.S.H.,Intersect Thunderbolt-Remix,250,2,5,127305
Aoi vs. r0y,Coldlapse,200,2,5,845859
TUYU,Daemonisch,200,5,3,1444121
ZUN,Tsukidokei ~ Luna Dial,146,2,5,678723
xi,Double Helix,156,10,5,398197
THE ORAL CIGARETTES,Kyouran Hey Kids!!,142,3,3,375365
Dj Mashiro,Prismatic Lollipops,202,2,5,120289
Camellia,werewolf howls.,222,10,5,242484
sokoninaru,Tenohira de odoru,215,11,3,1088347
mustie=DC,Merry Snowy Fantasy feat. Hanon,168,10,3,1055617
THE ORAL CIGARETTES,Monster Effect (Cut Ver.),186,4,3,1353528
Murasaki Hotaru,Re:TrymenT,190,2,3,642457
yak_won,Lucid,175,2,5,200945
Kucchi-,Remilia ~Kyuuketsuki no Tame no Kyousoukyoku,146,2,5,636567
Helblinde,Heaven's Fall,200,3,3,541483
Cres,End Time,180,2,5,154929
TAG,STERLING SILVER,175,2,5,508896
Camellia feat. Nanahira,"Energy * Drin-ko * Fein-chan!  (Camellia's ""MONSTERISTIC"" D. M. P. Remix)",190,10,3,1316055
hololive IDOL PROJECT,Daily~Diary~! (Short Ver.),172,5,3,1356841
Y&Co. feat. Karin,Sweet Rain,155,2,3,74779
gmtn. (witch's slave),furioso melodia,155,2,5,426743
Camellia,#1f1e33,181,2,5,1184620
SOUND HOLIC,The Party We Have Never Seen,128,2,3,804518
Fujikawa Chiai,Kuyashisa wa Tane (Cut Ver.),182,3,3,1217471
rejection,Signal feat. Such,175,10,3,1548045
technoplanet,Inscape,200,2,5,601607
Chino (CV: Minase Inori),Shinsaku no Shiawase wa Kochira! (Cut Ver.),175,3,3,773502
USAO,Extra Mode,195,2,5,967701
REDALiCE vs. MASAKI,BUCHiGiRE Berserker,200,2,5,1324149
Suzuki Konomi,Zenbu Kimi ga Ita kara Shittanda,150,2,3,860104
iMarine (CV: Uchida Aya),Dive to Blue,186,3,3,595792
GFRIEND,NAVILLERA,125,5,6,481279
Ogura Yui,Baby Sweet Berry Love (Tsukiko chan Maji kawa-E Remix),175,3,3,316659
Junk,Qualia,133,2,5,177155
DJ Genericname,Dear You,174.11,10,3,286309
WEAVER,S.O.S.,117,3,3,647137
Roselia,BRAVE JEWEL (TV Size),192,3,3,1024827
nayuta,Toki wo Kizamu Uta,139,3,3,65847
Aisaka Taiga (CV: Kugimiya Rie) & Kawashima Ami (CV: Kitamura Eri),Holy Night,110,3,3,692322
Haruna Luna,Kimiiro Signal-TV size ver.-,164,3,3,305187
Soleily,Renatus,182,10,5,239048
Hermit,Dysnomia,80,2,5,303999
Machico,Million Smile (Short Ver.),178,2,3,1020444
Halozy,Brilliant Colors,143,2,3,359385
Freezer feat. Kiichigo,Chocolate Planet,185,2,3,734969
Qrispy Joybox,snow prism,196,2,5,186096
LiSA,Rally Go Round -TV ver.-,190,3,3,303649
nao,Miracle!Portable*Mission,176,2,3,351314
100-200-400,Fascination MAXX,200,2,5,409152
Ayaka Ohashi,Wagamama MIRROR HEART (TV Size),181,3,3,560734
Yuuna Sasara feat. Tai no Kobone,Imperishable Night 2006,161,2,5,92190
TUYU,Loser Girl,186,5,3,1336615
Yu-Peng Chen @HOYO-MiX,Qilin's Prance,154,2,5,1470543
Our Stolen Theory,United (L.A.O.S Remix),175,10,2,726545
polysha,Keigan no Zettaireido,175,2,5,677755
kors k,smooooch,177,10,5,81109
Vini Vici,kookaburra remix,163,10,5,1217567
Maozon,Equilibrium,180,2,5,1182015
Ayano Mashiro,ideal white (TV size),180,3,3,224498
nitro,kiss the sexy robot?? ultimate championship 201X!!! (Cut Ver.),150,10,5,1393640
ginkiha x t+pazolite x Hommarju,CROSSING DELTA,180,10,5,1063841
Brandy,Cross Time,160,2,6,886126
3R2,Theme of Rabi-Ribi,175,2,5,462232
xi,World Fragments,180,10,5,486590
IOSYS,Miracle Hinacle,160,2,3,807527
Camellia,In Black & White,150,10,5,1020196
Azusa Tadokoro,Junshin Always,180,3,3,410466
Pierce The Veil,Texas Is Forever,228,4,2,451070
bbn,Identic Conflict,178,2,5,246853
DOUBLE HELIX,Our Faith (Faithful MTL Remix),185,2,5,354454
Amamiya Sora,Skyreach (TV Size),184,3,3,561775
feryquitous feat sennzai,Strahv -Encore-,191,2,14,497464
LeaF,Arianrhod,160,2,5,366362
Ta9-5,Positive (feat. Looci),180,10,2,1026168
Kano,Stella-rium (TV Size),177,3,3,1324035
dj TAKA meets DJ YOSHITAKA,Elemental Creation,212,2,5,145573
Wotamin,Gigantic O.T.N,190,5,3,80214
James Landino & Kabuki,Birdsong,165,10,5,1009907
Kobaryo,Sulyvahn [feat. USAO],200,10,5,965114
Hinatabi Bitter Sweets,Otome Ryouran Mai Sakihokore,210,2,3,305110
Kano,Dear Brave,188,3,3,372359
Warak,REANIMATE,174,2,5,411866
u's,No brand girls,197,3,3,207612
MitiS,Movements Feat. MaHi (Original Mix),170,10,5,405221
Luck Life,Namae o Yobu yo (TV Size),82,3,3,451309
ETIA.,Singularity,175,2,5,1154702
UNDEAD CORPORATION,The Empress scream off ver,270,2,2,315435
BiSH,stereo future,174,2,3,906073
the peggies,Centimeter (TV Size),140,3,3,1204419
eicateve,R.I.P.,192,2,5,875415
Twenty Knives,Crow's Ghost,190,10,5,666119
fiend,Morrissey,170,9,2,1358575
Umeboshi Chazuke vs. Morimori Atsushi,Pico*2 Funkoter*,198,10,5,1061110
Hyadain,Enemy Appearance!,170,2,5,184023
Kola Kid,sea shells,200,10,5,1114940
ETIA.,9TH5IN,222,2,5,1127597
sakuzyo,Laplace,155,2,5,445079
siinamota feat. Hatsune Miku,Sore wa Mahiru no Suisei (Chroma gochapon remix),202,4,3,878429
YUI,Rolling star,161,3,3,275817
Dj CUTMAN,POP/STARS vs. MEGALOVANIA,185,2,2,1167660
Tamura Yukari,Fantastic future (TV Size),172,3,3,100501
Celldweller,Weaponized,200,2,5,705668
Kaminoki Koukou Cheerleading-bu,Jump Up Yell!! (TV Size),212,3,3,1138636
Various Artists,J-Core Mix,180.04,10,3,164429
litmus*,Rush-More,160,10,5,1505336
Katarzyna Laska,No Ordinary Girl,155.8,5,13,198978
technoplanet feat. Kuroto Sion,Turn the story,220,2,2,1066161
BAND-MAID,Different (TV Size),210,3,3,1368401
Kizuna AI (Prod. Yunomi),Sky High (Mtell Hardcore Bootleg),170,10,3,1202006
dj TAKA feat.AiMEE,True Blue,164,2,2,424743
u's,Snow halation (TV Size),173,3,3,233123
senya,Kimi to Dareka no Yasashisa ni,160,2,3,295336
Nizikawa,Isuzu no TRACK (speed up ver.),204,10,3,699203
Sayuri,Sore wa Chiisana Hikari no Youna,144,3,3,427725
Team Grimoire vs. siromaru,Glasya-Labolas,160,10,5,1593180
Yasuda Rei,Mirror -TV edit-,127,3,3,322428
nora2r,New World,172,2,3,324294
TK from Ling tosite sigure,unravel (TV edit),135,3,3,206887
S3RL,Candy (feat. Sara),175,10,2,953777
Shimoji Shino,God Save The Girls (TV Size),170,3,3,1103239
Minori Chihara,Aitakatta Sora,160,3,3,639358
iconoclasm,Zirkfied,210,2,3,118383
Cardboard Box,The Limit Does Not Exist,260,10,5,379758
Nightmare,Boulafacet,170,2,5,254581
sakuzyo,Imprinting,175,10,5,318277
Ironami,Melty Sweets,177,2,5,968909
HHHxMMxST,Follow Tomorrow,140,2,3,553860
Ryu* vs. Sota,Go Ahead!!,200,2,5,572415
Qrispy Joybox feat.Chata,Yuuki no Pendant,218,2,3,608271
Yooh,Enter The Fire,140,2,5,1459163
xi,Garyou Tensei,200,10,5,210610
Rohi,Kakuzetsu Thanatos,200,10,3,357060
tokiwa,Memoirs feat. Aitsuki Nakuru,168,10,5,976366
Mwk,SPLASH,175,10,5,930264
HiTECH NINJA,HiT! HiT! HiT! (Cranky vs. HiTECH NINJA),160,10,14,801161
Ellim Gnirps vs. Yomi,Khionos TiARA,200.01,2,5,700493
Evin a'k,Coffin dance (Hard Renaissance),191,10,5,1166478
Sasaki Sayaka,Koi Saku Mirai,168,2,3,160570
Minase Inori,Lucky Clover,177,5,3,924800
LiSA,rapid life syndrome,185,5,3,318102
Hommarju,Sahara,95,2,5,855816
Halozy,Genryuu Kaiko,173,2,3,298499
deadmau5,Orange File,182,10,5,398366
Laur,Vindication,174,10,5,1055661
WALKUERE,Ikenai Borderline,161,3,3,478451
Camellia,We Could Get More Machinegun Psystyle! (And More Genre Switches),160,10,5,1034114
Foreground Eclipse,From Under Cover (Caught Up In A Love Song),200,4,3,1492606
t+pazolite,Satisfiction (Massive New Krew Remix),200,10,5,1161543
Poppin'Party,KIZUNA MUSIC,189,3,3,932307
Fractal Dreamers,Ad Astra,210,10,5,1086164
Iced Blade,Sora no Senritsu -the melody of the cosmos- feat.lily-an (OP Cut),186,2,3,437171
Mayumi Morinaga(moimoi),dreamin' feat.Ryu*,156,2,2,189643
Qrispy Joybox,licca,196,2,5,287052
Chroma,Dark Sheep,177,10,5,939798
Shiena Nishizawa,Brand-new World,205,3,3,364167
Chiyoko,Alice's Mad Tea Party,147,2,3,215151
Spica,Yume o Kakeru! (TV Size),195,3,3,1441695
fripSide,only my railgun (TV Size),143,3,3,63089
Gekikara Mania,Deublithick,228,2,5,725078
Ichigaya Arisa (CV: Itou Ayasa),Su-Suki Nanka Janai!,166,2,3,1118461
t+pazolite,QLWA,150,2,5,685008
EMILIA (CV: Rie Takahashi),Stay Alive,70,3,3,511956
Ayane,FaV (Short Version),190,2,3,468778
Chroma,"Destroy, Destroy, Destroy The Happy End",218,10,5,1327306
LOLI RIPE,All I wanna do is touch your power points,154,10,2,474288
SON OF KICK,Hours ft. Lady Leshurr & Paigey Cakey,132,9,2,274111
xi,Mirage Garden,130,4,5,1280470
Suzuki Konomi,Blow out,192,3,3,610067
sakuzyo,ChaiN De/structioN (siilento's solid remix),180,10,14,71255
sakuzyo,Imprinting,175,10,5,378705
BlackY,Paradission,154,2,5,532594
THE ORAL CIGARETTES,BLACK MEMORY (Cut Ver.),182,4,3,1255164
Y&Co. feat. Karin,Sweet Rain,155,2,3,337204
Camellia,Chirality,201,2,5,466552
DragonForce,The Warrior Inside,200,4,2,330405
DJ Okawari,Flower Dance,100,6,5,33688
DETRO,volcanic,191,2,5,765056
Yuuyu,Scrap Syndrome (Cut Ver.),200,10,5,1378602
YUC'e,MUDPIE,175,10,3,633309
MY FIRST STORY feat. chelly (EGOIST),"1,000,000 TIMES",200,4,3,1467805
Kanemoto Hisako & Iwami Manaka & Ookubo Rumi,GAMERS! (TV Size),186,3,3,978702
Sangatsu no Phantasia,Collage,138,3,3,878288
t+pazolite & Camellia feat. Nanahira,"Boku no Yume, Mecha Kuso Mugen Waki",205,10,3,1328442
SUi,planetarium,180,2,5,785196
Jin ft. MARiA from GARNiDELiA,daze (short ver.),198,3,3,187538
Gabba Front Berlin,Lacrima Mosa Est,240,10,8,407237
Puru,Filament,170,2,5,1071184
KASAI HARCORES,Cycle Hit,175,10,5,746817
XX:me,escape (TV Size),206,3,3,882486
KANA-BOON,Silhouette,183,3,3,310793
Banshi,Kotonoha,188,10,5,469334
Ryu*,I'm so Happy,181,2,3,113283
TeddyLoid,ME!ME!ME! feat. daoko,125,10,3,236697
AAAA,Hiyokko Santa to Yuki no Machi,200,10,5,1617344
Gouryella,Tenshi,138,10,5,1330167
Hanataba,Night of Knights,180,2,5,5445
RYO,Shuffle Heaven,190,2,5,85802
ReoNa,forget-me-not (TV Size),148,3,3,1109557
Mitsuyoshi Takenobu no Ani,Amphisbaena,185,2,5,461514
Blend A,Bon Appetit S (TV Size),152,3,3,690240
Senpi-,Touhou EX Boss Rush!! +a Kouhen,190,2,5,165924
Shano x 40mP,Natsukoi Hanabi,158,4,3,379430
DJ OKAWARI,Canon,98,6,5,284229
Dz'Xa,Izumi 7983,180,10,5,1592035
sakuzyo,AXION,160,2,5,546168
Ray,Sweet Days,174,5,3,330461
Kobaryo,Villain Virus [feat. Camellia],260,10,5,915764
Rex,Heart of Witch,170,2,5,184097
Ryu feat.Mayumi Morinaga,Din Don Dan,140,2,2,368331
Cyoucyo-P,Toaru Shounen no Ichinichi,142,2,3,375607
Amamiya Sora,PARADOX (TV Size),166,3,3,1100732
"Iris December Uncry (CV: Hanazono Mei), Noel the Nextseason (CV: Ameba Tsukasa)",Crying Heart,178,2,3,1113841
Yooh,LiFE Garden (Extended Mix),149,10,5,626965
THE ORAL CIGARETTES,Red Criminal (TV Size),192,4,3,1510988
Team Grimoire vs. Laur,Grievous Lady -nothing is but what is not-,210,10,5,1242120
HHHxMMxST,Oboro,149,2,3,217956
Kinjishi VS Kirin,Broken Sword,160,2,5,476589
fourfolium,Hosshii no!,190,3,3,1075954
Camellia,Embracing intelligences,212,10,5,1055424
P*Light,Poppin' Shower,175,2,5,147837
TrySail,Honto da yo,175,5,3,1146189
Seibin,Oriental Shade,160,2,5,427284
7!!,"Sayonara Memory (""NARUTO SHIPPUDEN"" Ending Ver.)",152,3,3,525138
Sakuzyo,AngelFalse,173,2,5,1125774
yanaginagi,Haru Modoki,174,3,3,313208
ReoNa,ANIMA (TV Size),193,4,3,1220489
Halozy,K.O.K.O.R.O,178,2,5,780992
cosMo@BousouP,Oceanus,196,2,5,539179
Mami Kawada,Contrail ~Kiseki~ (Epsilon Remix),175,3,3,617077
Kizuna AI,"Hello, Morning (Pa's Lam System Remix)",160,10,3,1297440
ginkiha,Paved Garden,187,10,5,1215941
HO-KAGO TEA TIME,Kira Kira Days,200,3,3,444335
Hommarju,Wowie Zowie!,128,2,5,711091
xi,Parousia,158,2,5,355601
kors k,Dot,142.67,10,5,328684
Mitsuyoshi Takenobu no Ani,Amphisbaena,185,2,5,524841
LiSA,Gurenge (TV Size),135,3,3,1442901
ClariS,CLICK (Soleily Remix),166,3,3,1232531
Kishida Kyoudan & The Akeboshi Rockets,STRIKE THE BLOOD,208,3,3,155315
BilliumMoto,1xMISS,211,10,5,989512
earthmind,ARCADIA,177,2,3,121542
uma,masaka IN Nightmare!,170,10,3,314071
C-Show,Invitation from Mr.C,230,2,5,293235
Nishino Kana,Sweet Dreams (11t dnb mix),175,10,3,791866
F-777,Airborne Robots,200,2,5,473736
TERRA,Hana Ranman -Flowers-,160,2,3,939363
Nanawo Akari,Kanzen Houki Sengen,190,5,3,1265338
MisoilePunch,Memoria,236,2,5,1360267
tarolabo feat. Komiya Mao,Rojou no Girizin -Shou+rt Mix-,155,5,3,1248704
LOONA,Hi High,194,5,6,1095523
Ohara Yuiko,Zero Centimeters (TV Size),77,3,3,1000722
Senpi-,The First Part of Touhou EX Boss Rush!!,190,2,5,178018
CHiCO with HoneyWorks,Koiiro ni Sake,185,3,3,453032
USAO,Knight Rider,200,2,5,1008095
Aests,FIGHT!,120,10,3,854292
Camellia feat. Nanahira,POLKAMANIA,160,10,3,1580868
enzo + O2i3,Mentanpindoradora,185,2,5,614438
Umeboshi Chazuke,Owari to Hajimari no Oto,201,2,5,516824
Camellia,POWA OF DA WILDANES,300,10,5,1098578
Chroma,I,225,2,5,738673
Pendulum,The Island (MaxNRG Remix),174,10,2,110637
Grant,Starship,160,10,5,609900
C-Show,On the FM,200,2,5,531090
Solarbear,Stick Your Ins Out,260,4,5,1149112
"Karen, Koharu Meu, Harukawa Akari",Jounetsu Utopia,160,2,3,591748
Kabocha,EmbryO,220,2,5,925317
Mimori Suzuko,Yumemiru! Shinjiru! Mirai Kanaete!,173,3,3,370502
saradisk,083 - nekomimi,200,7,3,1329723
toby fox,Heartache,119.5,2,5,1277549
Who-ya Extended,VIVID VICE (TV Size),184,3,3,1414338
Ueda Reina,Literature (TV Size),118,3,3,1274961
Tokai Teio (CV: Machico),Koi wa Derby* (TV Size),168,3,3,1426088
Sanxion7,EternuS,140,10,5,1600318
you vs. ETIA.,Shang A Lang (kamome sano Remix),175,10,3,896709
DJ YOSHITAKA,CUSTOM DRIVE,155,2,5,155973
ARForest,Metheus,195,2,5,1123154
Ci Mei Gui,Wu Xuan Lan,167.91,2,5,80018
fripSide,future gazer (TV Size),138,3,3,115715
Suzuki Konomi,My Days,200,2,3,939960
Nanahira,Petals,192,10,3,634241
Jean-Philippe Collard,"Le Tombeau de Couperin, M. 68: VI. Toccata",149,12,5,1187093
Various Artists,International Wrestling Festival 2015 -WORLD OF ANIKI-,180,7,14,436910
Doma Umaru [CV.Tanaka Aimi],Kakushinteki*Metamaruphose!,278,3,3,332623
Masatoshi Ono,departure! (TV Size),160,3,3,437582
Getty vs. DJ DiA,DropZ-Line-,200,2,5,701369
Paitan,LEMON SUMMER,180,2,5,237212
Sako Tomohisa,Getta Banban (TV Size),167,3,3,1115875
Yuusha Party,Endoro~ru! (TV Size),140,3,3,1044591
P*Light,Sakura Reflection (P*Light Slayer Remix),186,2,5,154156
Camellia feat. Nanahira,Mathematics MA+MA = Magic!,192,2,3,1599124
Bumblefoot,Don Pardo Pimpwagon (Cut Ver.),142,4,5,1313951
lapix,Duality Rave (Zekk's 'FULL SPEC' Remix),160,10,5,859797
"Music by Minamotoya, Vocal by SOPHY",Hello world!,175,2,3,310861
LiSA,Rising Hope -TV ver.-,190,3,3,224058
ALTIMA,Fight 4 Real (TV Size),148,3,3,153239
Skillet,Hero,142,4,2,52361
Usada Pekora,Discommunication Alien,170,5,3,1196084
Hana,Kuukirikigaku Shoujo to Shounen no Uta,182,2,3,251951
Dark PHOENiX,Taketori Hishou,192,2,5,606334
Houshou Marine,Ahoy!! Warera Houshou Kaizokudan*,170,10,3,1229122
Acrnym,Knife,200,10,5,809495
TrySail,Gomakashi (TV Size),189,3,3,1098415
LeaF,Aleph-0 (extended ver.),250,10,5,1234605
Nishikino Maki (CV:Pile) & Yazawa Nico (CV:Tokui Sora),Zurui yo Magnetic today,180,3,3,290598
Yunomi [feat. nicamoq],Robotic Girl (Srav3R Remix),170,10,3,1592860
Eisyo-kobu,Oriental Blossom,180,2,5,781373
Tomatsu Haruka,Q&A Recital! (TV Size),182,3,3,62021
BlackYooh vs. siromaru,BLACK or WHITE?,185,2,5,565779
M2U,Mare Maris,151.13,2,5,917906
DJ Okawari,Flower Dance,100,6,5,23207
Mili,Nine Point Eight,164,2,2,202610
ginkiha,EOS -INFINITE EDIT-,175,2,2,255431
Cuvelia,Tenkuu no Yoake,150,2,5,509270
HoneyWorks meets TrySail,Senpai. [MOVIE Ver.],162,3,3,541765
nato,Yog-Sothoth,200,2,5,258097
Kankitsu,Moments,138,10,5,1538146
II-L,VANGUARD-3,170,10,5,1490200
Ohashi Ayaka,Wagamama MIRROR HEART (LU-I Remix),174,3,3,643742
fourfolium,Now Loading!!!! (TV Size),193,3,3,529708
Chroma,Daiuchuu Stage,202,2,5,350484
DJ TOTTO & Qrispy Joybox,Curtain Call Memories,173,2,5,393419
GReeeeN,Shinobi,168,4,3,202755
Niira Etsuko,Imaginary Waltz,170.04,5,3,189927
Marmalade butcher,Ushinahareru Runazuki,185,4,5,1486395
DIALOGUE+,Omoide Shiritori (TV Size),172,3,3,1425200
Gekidan Hitotose,Curtain Call!!!!!,296,3,3,611200
himmeltengoku,Whisper of Rose,175,13,5,252947
Kayano Ai,Oracion(TV-Size),166,3,3,197085
Kaga (CV: Iguchi Yuka),Kaga Misaki,133,2,3,398924
Reaper,Circulator,165,10,5,1465690
Aphex Twin,Flim,148.02,10,5,1178598
Frums,We Want To Run,192,10,5,1114402
sak respect for Arata Iiyoshi,Reason of being,95,2,5,553116
A.SAKA,Nanatsu Issenzakura,172,6,5,220432
Sound Souler,Aqua Stars,192,10,5,1279947
Sakuzyo feat. Nikki Simmons,Destr0yer,90,2,2,875074
xi,Halcyon -Long Version-,95,2,5,742318
7!!,Orange (Piano Arrange Ver.),84,3,5,505667
DragonForce,Chemical Interference,135,4,2,584941
void,Just Hold on (To All Fighters),170,10,2,409440
Yooh,Tribal Trial,165,2,5,965664
Halozy,Deconstruction Star,155,2,3,1297990
sakuzyo,Scattered Rose,180,2,5,294740
Machico,1 Milli Symphony,160,3,3,1186788
DJ Genki VS Camellia feat. moimoi,YELL!,170,10,3,661022
Roselia,Ringing Bloom,159,2,3,1015663
Rem(CV:Minase Inori),Wishing,75,3,3,528131
uma vs. Morimori Atsushi,GLORY:ROAD,250,2,5,1049362
Kawada Mami,INITIATIVE,134,2,3,1264866
sakuzyo,AXION,160,2,5,222073
Nekomata Master,Despair of ELFERIA,205,2,5,565431
Camellia feat. Nanahira,Ju-Ju- Yakiniku no Hi kara Phenix!?~Saitan no Sumibi Yaki~,180,2,3,481371
Becca,I'm ALIVE! (TV Size),175,3,2,11628
ClariS,Hitorigoto -TV MIX-,165,3,3,602861
FamiRockP,Oni Kanojo,202,10,3,65759
gmtn. (witch's slave),furioso melodia,155,2,5,307371
Getty vs. DJ DiA,Ops:Code-Rapture-,97.5,2,5,356681
bj.HaLo,Ende,200,2,5,79132
ZOGRAPHOS (Yu_Asahina+Yamajet),Verse IV,212,2,5,264749
KOTOKO,WING OF ZERO,143,2,3,117791
Kobaryo,Eternal Ending (aran Remix),115,10,5,897754
ensou feat. GUMI,COMA,180,2,14,147152
u's,START:DASH!!,150,3,3,99340
Miku Sawai,Colorful. (AnimeVer.),153,3,3,586296
DJ Genki VS Camellia feat. moimoi,YELL!,170,10,3,591786
Minato Aqua,Kaisou Ressha,164,5,3,1563534
Helblinde,Heaven's Fall,200,3,3,507745
fripSide,sister's noise (TV Size),144,3,3,87689
Minato Aqua,#Aquairo Palette,156,5,3,1246880
toby fox,Spear of Justice,131.5,2,5,1044193
xi,.357 Magnum,178.5,2,5,155749
witch's slave,disperagioia,180,10,5,637240
DJ YOSHITAKA,VALLIS-NERIA,185,2,5,124866
Silentroom,Nhelv,174.59,10,5,1140163
SOUND HOLIC feat. Nana Takahashi,Ha lle lu jah,150,2,3,124867
cosMo@bousouP,Oceanus,196,2,5,1047505
nano,Rock on.,90,3,3,600354
Zeami,Music Revolver,168,2,5,277735
R.B.P.,Y.Y.Y. Keikaku!!!! (Game Ver.),186,2,3,1539403
Camellia feat. Nanahira,Konran Shoujo Soflan-chan!!,230,2,3,867026
mafumafu,Art o Kagaku Suru,182,4,3,1296986
lapix,Debug Dance,151,2,5,688459
KISIDA KYODAN & THE AKEBOSI ROCKETS,Tenkyou no Alderamin -TV-size,197,3,3,501877
Camellia,WHAT THE CAT!?,200,10,5,1063740
Nekomata Master,Far east nightbird,180,2,5,90042
Halozy,Don't let you down,135,2,3,626034
LiSA,Gurenge,135,3,3,1025171
nao,Dimension tripper!!!!,188.2,3,3,399702
Helblinde,Gateway to Psycho,200,10,3,1605766
NZBZ,Chao Yue Ji Xian,174.15,3,4,600528
Lite Show Magic,Crack traxxxx,220,2,5,123456
SAKURA*TRICK,Won(*3*)Chu KissMe! (TV Size),153,3,3,147281
Exile,Indestructible,105,2,2,10104
Celldweller,Pulsar,86,4,5,272785
SPYAIR,I'M A BELIEVER,194,3,3,363579
YUC'e,Chemical Cookie,180,2,3,1017088
Zou Tian Heng,No.1127,232,2,5,160779
MowtenDoo,Blend W,152,3,2,806066
Iguchi Yuka,RE-ILLUSION (TV Size),193,3,3,1167872
KiRaRe,OvertuRe: (Cut Ver.),178,3,3,1332539
Ogura Yui,Honey Come!! (TV size),184,3,3,353365
Pendulum,Blood Sugar,176,10,2,326337
BlackY vs. Yooh,Happy Voice,175,10,5,573298
MiddleIsland,"Piano Concerto No.1 ""Scream""",165,12,5,90270
DJ SHARPNEL,Touch the angel,175.34,3,3,304422
u's,Korekara no Someday(TV Size),240,3,3,323413
Lia,Bravely You (TV Size),150,3,3,333815
TrySail,adrenaline!!! -TV Ver-,268,3,3,610333
Tsubaki,Kyun Kyun Tamaran Inaba-tan.,180,2,3,312780
TUYU,Doro no Bunzai de Watashi dake no Taisetsu o Ubaou da nante,225,5,3,1242820
goreshit,the nature of dying,171,6,5,453378
Frums,XNOR XNOR XNOR,243,10,5,1245249
Jun Kuroda + AAAA,Ultimate Fate,180,10,5,490208
