art,t,bpm,g,ln,s
NieN,Chrono Breakers,178,2,6,4328
Blur,Girls and Boys,120.04,5,2,20570
supercell,Oshiete Ageru,173,5,3,26925
Ani,Ververg (feat. B) (Ver. B),190,2,14,67314
BeForU,Himawari,235.29,5,3,1296
777minus111,bonus level 2,80,6,5,29493
Hatsune Miku,Ievan Polkka,289.85,7,14,1287
Azusa Chiba,Shinzan Yuukoku Un,155,2,5,16064
Ayane,Resilience,149,2,3,1008301
KikuoHana,Soko ni wa Mata Meikyou,140,4,3,1581399
MIYAVI vs. KenKen,Flashback (TV Size),140,3,3,745270
Lia,Toki o Kizamu Uta (TV Size),139,3,3,1639928
Pal4 Music Team,Back to Dream,120,2,5,59325
Gojou Kai feat. Anporin,I Will,140,2,3,4135
Anamanaguchi,Scott Pilgrim Anthem,225,2,5,23073
Ling tosite sigure,Enigmatic Feeling (TV edit),142,3,3,221295
Flower,Taiyou to Himawari,91,5,3,476730
Rise Against,Give it All,51.53,4,2,8698
Mind Reflection,Da Roots (Folk Mix),132.7,2,5,8175
Ankou Team,Enter Enter MISSION! (TV size),159,3,3,692559
MAMI,Kaze no Uta,200,2,3,797473
Eagle,S!ck,177,10,5,1286316
Masayoshi Minoshima,The Last Judgement,140,2,3,14924
Royal Republic,Underwear,200,4,2,228790
EmoCo.,This Club is Not 4 U,160,10,5,1282123
Tierra Whack,Hungry Hippo,136.66,5,2,1189948
Eve,Yamiyo (TV Size),80,5,3,1343074
Hiura Masako,Sabita Tsuki to Dangan,165,2,3,96401
EGOIST,All Alone With You (TV Edit),72,3,3,122241
DJ~MoExx,"Listen, Miku; Don't Say ""Bad Marisa Ass Apple Irony""",155,7,3,23312
Birdy,White Winter Hymnal,64.95,5,2,1083417
Madeon,All My Friends,106,10,2,1034072
Jay-Z & Kanye West,Ni**as in Paris,140,9,2,1547973
Igorrr,Dentist,90,6,5,56888
Megpoid GUMI,Sorry For Being a Closet Otaku,160.08,5,3,24773
Roselia,Safe and Sound (TV Size),91,3,3,1011165
Renard,Doin' It Well,95,2,2,125075
Inukko Club,Wan Wan Wan Wan N_1!! (TV Size),145,3,3,102701
Panic! at the Disco,This is Gospel,156,4,2,159506
Kanon Wakeshima,Foul Play ni Kurari (TV Size),163,3,3,66460
TK from Ling tosite sigure,unravel,134.5,3,3,298208
toby fox,CORE,140,2,5,481511
Avril Lavigne,Girlfriend,164,5,2,44674
Iguchi Yuka,Platinum Disco (TV Size),117,3,3,48065
kensuke ushio,lit(var),70,3,5,623863
Renard,Because Maybe! pt. 1,220,10,2,450709
GALNERYUS,ULTIMATE SACRIFICE,184,11,3,1360496
SOOOO,Happppy song,226,10,3,1016769
zts,dreamenddischarger,140,10,5,1272349
DystopiaGround,AugoEidEs,207,4,3,95701
Rameses B,Stardew,174,10,5,1198905
Various Artists,Alternator Compilation,288,6,14,724034
Juno Reactor,Guardian Angel,142.86,3,5,965524
Camellia,Routing,144,2,5,403282
Xi,Rapidity is a justice,185,2,5,10889
Mitchie M,News 39,132,5,3,332907
Kano,Sakura no Zenya,89,4,3,455780
niki,WAVE,130,10,3,74606
Haru,Flowering Night x Outkast (B.O.B.),154,2,5,17824
Nenne,Tenshi o Mitanda,164,5,3,1621344
Harunaba feat. mami,Jouro Hime ga Sekai Seifuku,188,4,3,1212624
Alfakyun.,Shinu Toki Shineba Ii,230,4,3,1156021
Camellia,Towards The Horizon,154.38,2,5,636393
orangentle / Yu_Asahina,HAELEQUIN (Extended ver.),172,2,5,551831
FELT,Liminality,145,4,2,906433
DJ Noriken,Jingle (DJ Genki Remix),170,10,3,823292
Camellia,LET'S JUMP,146,10,5,384263
Camellia,DON'T GIVE A FUCK,128,10,5,800640
HoneyWorks meets TrySail,Senpai.,162,3,3,844351
T & Sugah,Wicked Days (Cut Ver.),174,10,2,1496811
Hatsuki Yura,Ganbare! Koi no Hana,140,3,3,149413
Castlevania - Aria of Sorrow,Castle Corridor,137.35,2,5,8061
Nekomata Master feat. ATSUMI UEDA,Anelis (Long Ver.),180,5,3,1386826
40mP feat. Luo Tianyi,Usotsuki wa Koi no Hajimari,154,4,3,1050580
Toyama Nao,Sayonara Moratorium,174,5,3,1664606
m-flo Loves melody. & Yamamoto Ryohei,miss you (DJ SEVEN PnB Refix),176.25,10,5,327481
AYUMIKURIKAMAKI,Honey Honey Honey(TV size),153,3,3,403924
Lime,Renai Syndrome,180,10,5,1295855
Hikaru Genji,Yuuki 100%,140.88,3,3,25589
GARNiDELiA,SPEED STAR,188,4,3,1330359
ELECTROCUTICA feat. F9,Triplaneta,72,10,3,1010927
SEREBRO,NE NADO BOLNEE,128,5,12,736627
Nico Nico Douga feat. Mizuhu,Merry * Xex Mas,180,4,3,41430
ALI PROJECT,Baragoku Otome (TV Size),160,3,3,9978
Yoko Shimomura,Song of Mana,120,2,9,2110
NightCore,Dum Dadi Do,172.61,10,2,4477
Savlonic,Electro Gypsy,157,7,2,14328
Sakakibara Yui,Koi no Honoo,200,5,3,1467309
wa. remixed celas,Gin no Kaze,175,2,5,31167
senya,Kachou Fuugetsu,123,2,3,52879
Nanamori-chu * Goraku-bu,Kimi ga Kureta Shiny Story,90,3,3,721227
Lucian Piane,Legs,123,5,2,522808
Lana Del Rey,Summertime Sadness,112,5,2,1113209
BiBi,Fuyu ga Kureta Yokan,98,3,3,292727
DDR Mario Mix,Underground Mozart,168.13,2,5,2857
Samoto Fuuri,motto~,160,2,3,50473
Rin'ca,Oyakusoku -> Happy End!,162,2,3,1252469
halca,Sentimental Crisis,154,3,3,1171966
Ryokuoushoku Shakai,LADYBUG,124,5,3,1441587
Negoto,DESTINY,137,3,3,331892
Rokugen Alice,Toga no Shidoke OP.ver,171.5,2,3,174968
Tiara,BALLOON,160,10,3,90664
IU,Miri Merry Christmas (Feat. Thunder of MBLAQ),128,5,6,539949
Creo,Nautilus,124,10,5,1015289
Chata,Nocte of desperatio,98,3,3,942849
R!N/Gemie,Connexion,180,2,2,1081087
Katakiri Rekka,Answer,224,2,3,440266
Boys Like Girls,The Great Escape,150,4,2,36290
AKINO with bless4,EXTRA MAGIC HOUR,180,3,3,228619
azusa,Kimi no Mama de,135,3,3,25350
Yumeno Yuki,sign,132,2,3,887128
Shade,Ontology,234,2,5,1050313
Inspector K,Disconnected Hardkore (CanBlaster Remix),139,10,5,30485
EVO+,Aquila,175,4,3,1107531
Ray,sign (TV Size),124,3,3,47343
S.I.D-Sound,Prayer,168,2,6,63310
Nightwish,She Is My Sin,153,11,2,13445
otetsu feat.Megurine Luka,Ame to Kusari,269.99,4,3,718040
Shihori,KAZE NO KIOKU,134,2,3,11295
Primary,SHUTTER*GIRL-crossfade-,185,5,3,614465
WEAVER,Kuchizuke Diamond,164,5,3,1103117
Cait Sith,Schrodinger's Cat,187,2,5,36409
Miyuki Hashimoto,Gensou Roukaku,120,2,3,369068
sasakure.UK,Jack-the-Ripper,210,2,5,23907
MiddleIsland,Magnetic Shift,165,10,5,148535
Joji,SLOW DANCING IN THE DARK,178,9,2,902215
Duca,Golden Route,125,2,3,1144363
Sakakibara Yui,Change&Chance! (Game Ver.),155,5,3,1222171
NIWASHI,Curiosity,193,10,5,997743
ReX,Magnetism,160,2,5,878574
UNDEAD CORPORATION,Death is just the beginning,120,2,5,1165822
O-Zone,Dragostea Din Tei,129.99,10,14,249
MUCC,Yakusoku (TV Size),140,3,3,23523
Masayoshi Minoshima,"Bad Apple!! feat. nomico (Camellia's ""Bad Psy!!"" Remix)",160,10,3,1256111
Hashimoto Miyuki,Akiiro (Short Ver.),130,2,3,39395
sasakure.UK,"Sennen to Rasen, Chiru Mono o feat. Sui",220,5,3,926846
Tomoe Tamiyasu,Yamato Nadeshiko Hanakotoba,135,2,3,748589
BACK-ON,Flyaway (Tales of) Remix,140,2,3,7469
FictionJunction YUUKA,Akatsuki no Kuruma,110,3,3,6353
Kuroki Nagisa,Genten Kaiki,173,4,3,1207624
Saaya Mizuno,Good Day,195,2,3,24131
ClariS,Kimi no Shiranai Monogatari,165,4,3,1620681
Hatsune Miku,With a Dance Number,296,4,3,29691
Mikazuki Yozora(CV:Inoue Marina)&Kashiwazaki Sena(CV:Ito Kanae),Egao no Dessin,122,3,3,615376
Yellow Zebra,Prism Love,100,2,3,52591
BoA,soundscape,71,5,3,21323
Culprate,Diablo (VIP),172,10,5,553119
Lunark x SYNC.ART'S,Kizuna Memory ~Mirai Chizu~,172,4,3,1363005
Mr.,"Hats, Gloves and Overalls",208,2,5,7305
AiRI,Dreamer (TV Size),176,3,3,55494
petit milady,azurite,183,3,3,777993
kamome sano Electric Orchestra,FIN4LE ~Shuushisen no Kanata e~,256,2,5,742031
Rurutia,Seirios,67.5,5,3,60871
EastNewSound,Lucid Dream,170,2,3,17474
Lia,Tori no Uta,122.1,3,3,7325
Mina,Kiss Kiss,100,5,6,9658
JUNNA,Here,108,3,3,737103
RSP,Sakura ~Anata ni Deaete Yokatta~,160,5,3,1384572
Infinite Stratos Cast,BEAUTIFUL SKY (TV Size),180,5,3,1358351
Tada Aoi,Brave Song,62.5,3,3,81059
Mizuki Nana,Synchrogazer (TV Size),159,3,3,42123
Annabel,Signal Graph,167,3,3,1071759
Hitomi Harada,emotional flutter,110,2,3,171062
Nogawa Sakura,Motto! (TV Size),158,3,3,20340
Mizuki Nana,Shin Ai,133,3,3,8645
Wolfgun,Big Bonus Land,179,2,5,148814
ReoNa,forget-me-not,148,3,3,914051
Taiko no Tatsujin,Saitama2000,200,2,3,210
Home Made Kazoku,Shounen Heart (TV Size),118,3,3,7401
EastNewSound,Shisorinne Reirou no Tui,148,2,3,11905
Rin,Moriya set 08 ReEdit ~ Youkai no Yama,128,2,5,751866
Marie,Shiroki Yami no Arabesque (Soleily Remix),178,2,3,878833
RIRIKO,Sono Saki e (TV Size),128,3,3,727932
polysha,ExeQtion&Redemption,180,10,5,1443395
suzumu feat. soraru,Zetsubousei: Hero Chiryouyaku,205,3,3,852354
ItaloBrothers,P.O.D.,147,10,2,835219
Halozy,Masshiro na Yuki,170,2,3,430693
Cranky,CHASER,160,10,5,751972
DECO*27,Ai Kotoba III feat. Hatsune Miku,137,5,3,862746
Hyper Potions & Skye Rocket,Shooting Star,140,10,2,1191951
Akiko Shikata,Utsusemi (TV Size),125,3,3,40944
"Annabel, Shimotsuki Haruka",Izanai no Minasoko ~Iriya mie Lip-Aura~,83,13,3,1362755
Gesu no Kiwami Otome.,Digital Mogura,140,4,3,737340
StylipS,TSU·BA·SA (TV Size),168,3,3,63240
Shindig,Rabbit Onesie,153,10,5,760827
Given,Fuyu no Hanashi,135,4,3,1401056
NoisyCell,Innocence,87,3,2,557231
Kurihara Yuki (CV: Kakuma Ai) & Momotsuki Shinya (CV: Okamoto Nobuhiko),Daisuki da yo Daisuki da yo Umaretekite Arigatou (TV Size),165,3,3,1362482
Hirano Aya,Tomare!,183,3,3,7151
Hanatan,My True Love,145.01,5,3,34728
misono,VS,177,2,3,19449
Dimitri From Paris,Neko Mimi Mode (TV Size),211,3,3,11976
Kon Natsumi,Niji no Kakera (TV Size),132,3,3,168499
ZAQ,Alteration (TV Size),160,3,3,102550
angela,Shangri-La,156,3,3,20515
Silver Forest,Mahoushoujyo to Kuroneko no Rondo,140,2,3,18814
AKINO with bless4,Kimi no Shinwa ~ Aquarion Dainishou,164,3,3,773914
Mi Bai,Yomei Mikka Shoujo,63.33,5,3,1192177
Los Prisioneros,Tren Al Sur,180.7,4,10,1156161
Owl City,Sunburn,160,5,2,11502
Sanshuu Chuugaku Yuushabu,Hoshi to Hana,158,3,3,725875
Ariana Grande,God is a woman,145,5,2,1153008
Yunomi & Nakanojojo,Honeyginger (feat. Kuishinboakachan & Azuki),130,10,3,980047
NDS vs Tom E,2gether 4ever (Clubraiders Remix),142,10,2,19933
Chata,Engage,170,2,3,875962
DJ Sharpnel,Exciting Hyper Highspeed Star,180.15,2,5,16619
Tomozawa Makoto,SPARK MANDRILLER STAGE,163.41,2,5,1319731
Cesar Franco,Mariposa,164.95,3,10,23084
kakeyan,Sounds sound. (feat. Nenne),174,5,3,1655740
Shounen Kamikaze,WINDER ~Boku wa Koro no Iru~ (TV Size),158,3,3,7079
SawanoHiroyuki[nZk]:ReoNa,time,95,5,3,1360909
BRIGHT,Ichinen Nikagetsu Hatsuka (Cut Ver.),119,5,3,1580730
Matduke & Veela,Bloodlip,130,10,2,735660
Hatsune Miku,Parade of Liars,200,4,3,21926
Ariabl'eyeS,Soukyuu no Rasen,160,4,3,1252722
Fractal Dreamers,Gardens Under A Spring Sky,195,10,5,985385
Shizuka Itou,Steppin',165,3,3,13930
Cascada,Evacuate The Dancefloor,127,5,2,10080
fiend,2DF2,155,9,2,1288865
RAMM ni Haiyoru Nyaruko-san,Yotte S.O.S (TV Size),128,3,3,88835
Coldplay & Rihanna,Princess of China,85,5,2,131221
Koji Kondo,Dragon Roost Island,168.9,2,5,8432
"Yuuki Aoi, Matayoshi Ai & Saitou Momoko",Taisetsu na Basho,67.99,3,3,101579
USAO,Hastur (Extended Mix),236,10,5,1313256
Chata,Shiawase Gatari game ver.,156,2,3,260117
Ellie Goulding,Love Me Like You Do,95,5,2,280639
Nekomata Master+,Proof of the existence,170,2,5,427864
Wotamin,letter song,126,5,3,31853
Always Never,Wylin',82,5,2,1060198
Jay Chou,Fa Ru Xue,116,5,4,389179
Wei Bo En,Xian (TV Size),92,3,4,1125218
Dj Verstarker,Jump Jump (2008),145,10,2,6004
Mitsumune Shinkichi,Battle of Rose,115,3,5,25271
100 gecs,"ringtone (remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]",107,10,2,1117775
N-Dubz ft. Mr Hudson,Playing With Fire,150,5,2,11042
EGOIST,BANG!!!,137,10,3,1607730
Aethoro,Woodfairies,124,6,5,1309729
=NeutraL=,"Sakura, Sakura ~ Japanize Dream...",143,2,5,14657
TeddyLoid,ME!ME!ME! feat. daoko,125,10,3,331123
calmeva,Jie Shou Ai Jiang FA Q De Zhi Cai Ba,126,7,2,829413
Tatsh,Xepher,169.91,2,2,5254
"Hirano Aya, Katou Emiri, Fukuhara Kaori, Endou Aya",Motteke! Sailor Fuku (TV Size),150,3,3,924885
m.o.e.v,Gravity,153,3,3,14824
Ceui,Rainbow Days,170,5,3,1181354
Nekomata Master feat. Mimi Nyami,TWINKLING,152,2,3,1346316
Sakuzyo,FAFNIR,145,10,5,777255
The Children,Over The Future,147,3,3,5574
Alyssa,Superstar (Dj Satomi Happy Mix),148.99,10,2,25002
Ikimonogakari,BAKU (TV Size),228,5,3,1464004
Hatsune Miku,Silent Night,100,6,3,10890
DJ - Mocha,Fallen Angel,141.78,2,2,3169
Shikata Akiko,Katayoku no Tori (TV Size),110,3,3,8814
DJ BaSSMaT,Merry Christmas,143,10,5,234935
Kugimiya Rie,Kiss Shite Agenai (TV Size),176,3,3,43197
Nico Nico Douga,Kumikyoku,180,7,5,3636
Mitchie M,Viva Happy,148,5,3,1143108
KOTOKO,BLAZE (TV Size),128,3,3,100724
ReoNa,ANIMA,193,4,3,1213659
Zips,Mushikui Psychedelism,210,4,3,1055498
Celldweller,Switchback,112,4,2,29290
McClain Sisters,Go (Nightcore Mix),160,5,2,1643400
Nekomata Master,Echoes,150.5,2,5,1054456
Yuka Tsujiyoko,Shy Guy's Toybox,124.89,2,5,9668
Unknown Artist,Onna no ko no Skirt ga Totsuzen Mekuretari Shinai Kana,130,6,3,89166
Sakakibara Yui,Refrain,136,2,3,403067
Doin,Leakage Voltage,180,2,5,287554
the brilliant green,Ash Like Snow (TV Size),166.17,3,3,870930
Yuuri,Infinity (TV Size),89,5,3,1357581
Frederic,oddloop,172,3,3,1020990
Renard,MAKE BELIEVE,210,10,2,85504
Kageyama Hironobu,God Knows...,150,3,3,16368
Shikata Akiko,Akakakushi,113,13,3,1512084
Tinashe,Throw A Fit,150,9,2,1398260
Rita,Monotone no Tentai,160,5,3,532111
Kimunyu,Snow halation (REDSHiFT Remix),178,3,3,429540
Dancing Dolls,monochrome (Anime Ver.),132,3,3,164827
Lady Gaga,Bad Romance [Christmas Version],119,5,2,700788
Rhapsody,Emerald Sword,180,4,2,3198
fulusu,serum,160,4,2,1259053
The Neighbourhood,Sweater Weather,124,4,2,656186
wacci,Kirameki-TV Size Ending Theme Ver.-,98,3,3,244511
DUSTCELL,Inochi no Yukue,200,5,3,1438629
impaofsweden,Full Moon,88,5,2,444729
hololive IDOL PROJECT,Hyakka Ryouran Hanafubuki,175,5,3,1337343
Gesu no Kiwami Otome.,Romance ga Ariamaru,170,4,3,856645
The Pretty Reckless,Heaven Knows,84,4,2,222215
Papa Roach,Lifeline,106,4,2,44370
Komori Kiri,Broken Moon ~Inochi~,101,2,3,18464
Tha Trickaz,LGND,175,10,5,670373
Power Of Nature,Shounen wa Sora o Tadoru,140,2,5,685643
Kishidan,Zoku,127,4,3,3296
Fall Out Boy,Save Rock and Roll (feat. Elton John),72.5,4,2,370299
KEiNA,Karen Setsugetsuka (Short Ver.),180,2,3,1004554
Sian Gwan & Mei Yin Tjioe,Last Christmas (JP Ver.),106,5,3,63807
Mahito Yokota,Purple Comet,147.99,2,5,25949
Duca,Clearly (Short Ver.),137,2,3,1104252
LOBODA,Sluchaynaya,125,5,12,883024
Chatmonchy,Daidai (TV Size),154,3,3,1188173
Ayane,Lunatic Tears,176,2,3,8198
SLOT,Krugi na vode,142,4,12,1067052
May Nakabayashi,Seikan Hikou,131,3,3,2894
Sean Paul,Get Busy (Bhangra Remix),206.4,9,2,3448
Orianthi,Addicted To Love,140,5,2,19184
_yoc. feat. Sara Matsumoto,divergent,143,2,3,22821
Mili,Vulnerability,166,6,5,590709
Renard,I Love My Internet Friends,255.2,10,5,62905
Melissa Williamson,You're Not Here (Short Ver.),138.01,2,2,42607
BTS,Intro : Boy Meets Evil,130,5,6,623205
Shi Kong You Ke,Shi Pin Bu He Xie,122,7,4,64712
Giga,-BWW SCREAM-,180,10,5,889271
MYTH & ROID,STYX HELIX (TV Size),100,3,3,1103179
NAOKI feat. YUKI,BLUE IMPULSE (for EXTREME),145,2,3,20865
Feint,Laurence,174,10,5,997556
Hatsune Miku & Kagamine Rin,Colorful x Melody,185.2,4,3,17832
Wada Kouji,Target ~Akai Shougeki~ (TV Size),160,3,3,4353
KurousaP feat. KAITO V3,Jougen no Tsuki,82,4,3,170369
Ray,lull ~Soshite Bokura wa~ [TV Size],133,3,3,150578
Reasoner,Coming Home (Ambient Mix),96,6,5,60452
R3 Music Box,Dear My Friend,110,2,5,859745
Katsura Hinagiku starring Itou Shizuka,Haru ULALA LOVE yo Koi!!! (TV EDIT),175,3,3,105849
Adraen + Renard,Punk Anthem Track,190.4,10,2,37709
Bring Me The Horizon,Can You Feel My Heart,128,4,2,221860
Brandy,Cross Time,160,2,6,85
Masashi Hamauzu,The Sunleth Waterscape,132,2,2,16542
Julia (CV: Aimi),Startrip,83,3,3,1026632
Goose house,Fuyu no Epilogue,72,5,3,330396
Skrillex,Kyoto (feat. Sirah),87.5,10,2,45621
IOSYS,Utage wa Eien ni,170,2,3,4449
NoB,Tensou Sentai Goseiger,184,4,3,154305
July,Cold Winter,83,6,5,324512
Kousaka Umi (CV.Ueda Reina) x Tanaka Kotoha (CV.Taneda Risa),Understand? Understand!,169,2,3,437279
DJ BaSSMaT,Merry Christmas,143,10,5,61714
Aya Kamiki w TAKUYA,W-B-X ~W-Boiled Extreme~ (TV Size),140,3,3,19418
Olivia Rodrigo,brutal,124,5,2,1512125
8686m,Taikutsu,82,4,3,946155
HoneyWorks feat. sana,propose,130,5,3,746632
KOTOKO,Hekira no Sora e Izanaedo -Short Ver.-,148,2,3,18640
ave;new feat. Sakura Saori,True My Heart,135,2,3,16910
Tadokoro Azusa,DEAREST DROP,146,3,3,1025593
UVERworld,Gekidou (TV Size),113,3,3,26889
The Cat Empire,Fishies,92,5,2,1439
COOL&CREATE,"Help me, ERINNNNNN!!",185,2,3,5346
Tada Aoi,Brave Song (TV Size),62.5,3,3,15236
Camellia,[BLEED BLOOD],165,10,5,1021338
Glee Cast,Last Christmas (Speed Up Ver.),133.62,5,2,371222
Zivert,Life,120,5,12,1110196
nano.RIPE,Kamisama,86,5,3,1159967
SEREBRO,V kosmose,123,5,12,781632
Owl City,My Everything,90,5,2,442327
Nico Nico Douga,Koushinkyoku,120,7,5,13967
Rin Kagamine,Regret Message,115,13,3,7463
Nobuo Uematsu,J-E-N-O-V-A,178.26,2,5,672
Rengoku Kozou,Comical Chuuka Chuuihou,90,2,5,535186
Takahashi Hiroki,Marukaite Chikyuu,128,3,3,220496
Tamaki Nami,Reason,129,3,3,9312
Atsuko Asahi & Manaka Kataoka,Gogo 5-ji,57.5,2,5,524068
LISA,"My Soul, Your Beats! ~Rock Version~ (TV Size)",145,3,3,16722
Afromania,Minna no Peace,212,3,3,16778
Fish Leong,Ning Xia,82,5,4,301537
Risa Yuzuki,Replique (feat. Toromaru),130,10,3,1571215
Mindless Self Indulgence,Stupid MF,152,4,2,14868
rerulili feat. Dancing Dolls,Kami no Manima ni,135,5,3,1182518
Freda,Maybe (Tronix DJ Remix) (Nightcore Mix),169.35,10,2,289235
Yokota Mahito,Maigo,107.81,2,5,655856
Tamura Naomi,Yuzurenai Negai (TV Size),133,3,3,1107156
SoulEye,Positive force,140,2,5,12952
Mrs. GREEN APPLE,Dokoka de Hi wa Noboru,73.33,5,3,1336174
Metomate,Dakushoku Odoru Automata,205,4,3,1616450
roop,Chatblanc,126,10,5,1382416
Kali Uchis,telepatia,84,5,10,1552269
ClariS,Naisho no Hanashi (TV Size),194,3,3,43139
awfuless x yusi.,Angelica,190,10,5,1115124
Chata,Precious Wing (Short Ver.),160,2,3,874732
Chata,len,173,2,3,857816
Hatsune Miku,Kusaregedou to Chocolate,260,4,3,25248
group_inou,HEART,110,5,3,30475
Halou,Today,110,6,2,89995
Duca,Zutto Soba de...,77,5,3,1280618
Galaxy Angel Team,Wake me UP!,166,3,3,10413
Tokisawa Nao,BRYNHILDR IN THE DARKNESS -Ver. EJECTED-,198,3,5,164075
Chelsea Ward,That's Falling In Love,134,5,2,128297
Masayoshi Minoshima feat. nomico,Dreaming,135,2,3,36743
Mago de Oz,Suenos Dormidos,195,4,10,17039
ice,Theme of Miki Sayaka,100,3,5,47907
Cotton,Twinkle Snow,108,4,3,46666
Respirte,Scrabble Sweeper Menu 2,130,2,2,1034607
My Chemical Romance,Teenagers,113.8,4,2,20989
Infinite Stratos Cast,SUPER STREAM,180,3,3,27697
A-ha,Take On Me,84.25,5,2,1513
Galaxy Angel Cast,Dotabata Angel Loop,134,3,3,9319
Halozy,eliminate anthem,150,2,3,34308
[AMATORY],Dyshi so mnoy,94,4,12,353338
Kent,Gamla Ullevi,120,5,9,21505
Glee Cast,Jingle Bell Rock (Glee Cast Version),152,5,2,373351
Santana feat. Rob Thomas,Smooth,115.88,4,2,9781
HoneyComeBear,Dear,148,10,3,806020
Nico Nico Douga,Accelerator's Bittan Bittan,133.4,2,3,23075
Drake Bell,Jingle Bells,193.67,4,2,129010
IOSYS,Oyome Ni Shinasai,180,2,3,2518
sumika,Shake & Shake (TV Size),222,5,3,1482018
Aso Natsuko,Renai Koujou committee (TV Size),185,3,3,27543
Nightcore,Hey Now,185,10,2,18475
Chata,Sumairu,135,5,3,17342
Laura Shigihara,Don't Forget,78,12,2,1355629
John Legend,All of Me,126,5,2,1044175
ZUN,Doll Judgment ~ The Girl Who Played with People's Shapes,154,2,5,11873
Horie Yui,perfect slumbers (TV Size),80,3,3,71996
Marina & The Diamonds,The Outsider,147,5,2,21124
Yun Zhi Qi & Yin Lin,Jin Li Chao,175,5,4,115080
ON/OFF,Futatsu No Kodou To Akai Tsumi,132,3,3,8447
keeno,wipe,92,4,3,111531
TrySail,adrenaline!!!,134,3,3,676340
Mindless Self Indulgence,2 Hookers And An Eightball,138,4,2,6629
Brandy,Visual Dream,140.02,2,6,4954
"Hashimoto Miyuki, Sasaki Sayaka",astral ability (Game Size),130,2,3,847695
Enya,Anywhere Is,96.65,6,2,633251
"Lady Gaga, BLACKPINK",Sour Candy,120,5,2,1183598
A Perfect Circle,The Outsider (Resident Renholder mix),170,6,2,22240
DragonForce,Cry Thunder,130,11,2,890589
Laur,Nostalgic Blood of the Strife,240,10,5,1257525
solfa feat. Aoba Ringo,Itsuwari no Hana,100,2,3,905554
Camellia,Chirality,201,2,5,227598
Perfume,Computer City,131.76,5,3,11644
Two Steps From Hell,Election Daze,140,6,5,821735
ChouCho,Hajimete no Koi ga Owaru Toki,105,4,3,249230
Numtack05,kimi no hitomi ni,188.5,4,3,1103070
Shikata Akiko,TETHE'ALLA ~Tai no Kodomotachi~,230,3,3,956802
Lia,JUSTITIA (TV-version),178,3,3,433298
Yousei Teikoku,Kokou no Sousei,240,6,3,28705
Within Temptation,Paradise (What About Us?) ft. Tarja,135,4,2,496174
Girls Dead Monster,Thousand Enemies (Full ver),164,3,3,15992
Marie,Focus love,173,2,3,1300480
Kayano Ai,Hachimitsu Doki (TV Size),152,3,3,115586
Sayuri,Sore wa Chiisana Hikari no Youna,144,4,3,1535614
Lily,Scarlet Rose,320,10,3,41686
Imai Asami,Believe in Sky (TV Size),165,3,3,934806
3oh!3,I Can't Do It Alone,160,5,2,3771
D-51,BRAND NEW WORLD (TV Size),160,3,3,1131498
Toyama Nao,Natsuiro Surprise (Short Ver.),168,3,3,48906
9-tie,Only one yell,90,5,3,1637355
f(x),Hot Summer,123,5,6,441523
petit milady,Koi wa Milk Tea (TV Size),122,5,3,1164149
supercell,Kokuhaku (TV Size),180,3,3,52228
Yamamoto Taisuke & Urawa Megumi,Jingle Bells,106,3,3,64106
Yukari Tamura,Oshiete A to Z (TV Size),170,3,3,15973
Hachioji P,Electric Love feat. Hatsune Miku,128,10,3,1262099
FLiP,Katoniago (TV Size),163,3,3,24743
Scatman John,Scatman,136.01,5,2,18
Sakuzyo,Fracture Ray,200,2,5,950681
ClariS,Careless (TV Size),185,5,3,1538547
Train,Shake Up Christmas,82,5,2,63945
eufonius,phosphorus,160,3,3,6624
wintermute,Alchemy,182,4,3,1547938
Yoshitani Ayako,Koi no Orchestra (TV Size),136,3,3,1383986
Mika,Big Girl (You Are Beautiful),116,5,2,9660
July,The song of soul,70,6,5,293545
Pixel,On to Grasstown,166.65,2,5,13733
Denkare,Endless Corridor,180,2,3,25844
Kagamine Rin & Len,Tsumugi-uta,84,13,3,23280
Hirano Aya,Bouken Desho Desho (TV Size),150,3,3,6400
"Keisuke Ito, Yasuhiro Kawagoe, Noriko Murakami",Atsui yo ......,76,2,5,683341
Capcom Sound Team,Metal Man,150.25,2,5,16245
dj TAKA,True Blue,164,2,2,418922
Raven's Jig,Neige Immaculee,120,2,7,1070288
DJ NAGAI feat. a*ru,Benibotan,181,2,3,761999
Iguchi Yuka,Hey World,180,3,3,988062
Yuki Yumeno,First Love,122,2,3,685946
BanYa,Winter,168,2,5,11331
Lia,"My Soul, Your Beats! (TV Size)",145,3,3,987868
fripSide,LEVEL5 -judgelight- (Full Ver.),139.5,3,3,13628
TWICE,I CAN'T STOP ME,150,5,6,1286496
Ryu*,Narcissus At Oasis,170.15,2,5,79544
Nana,Koisuru Chikara (Short ver.),176,2,3,15643
Forte Escape,End of the Moonlight,155,2,2,11577
Tada Aoi,Brave Song (TV Size),125,3,3,16337
Sano Hiroaki feat. Tatsumi Megumi,Victory!,177,2,3,797568
PUP,Free At Last,179,4,2,1133317
Tamura Yukari,Pleasure treasure,195,3,3,372075
Matsumoto Sara,Ouka Sange,168,2,3,215039
Barbarian On The Groove feat. Kotomitama,Over The Rainbow,173,2,3,38722
Duca,Futari (Short Ver.),118.05,3,3,49820
Camellia,Towards The Horizon,154.38,2,5,705022
